Peptide,Protein,Replicate,Precursor Mz,Precursor Charge,Product Mz,Product Charge,Fragment Ion,Retention Time,Area,Background,Peak Rank
LPC 14:0,LPC,S11C,468.3,1,184.1,1,Ion [184.100549/184.100549],6.23,17490,2470,1
LPC 14:0,LPC,S1D,468.3,1,184.1,1,Ion [184.100549/184.100549],6.26,25150,1695,1
LPC 14:0,LPC,S2D,468.3,1,184.1,1,Ion [184.100549/184.100549],6.24,24086,2325,1
LPC 14:0,LPC,S3D,468.3,1,184.1,1,Ion [184.100549/184.100549],6.23,20395,1980,1
LPC 14:0,LPC,S4D,468.3,1,184.1,1,Ion [184.100549/184.100549],6.21,18980,2171,1
LPC 14:0,LPC,S5D,468.3,1,184.1,1,Ion [184.100549/184.100549],6.22,18180,1691,1
LPC 14:0,LPC,S6D,468.3,1,184.1,1,Ion [184.100549/184.100549],6.25,21022,1829,1
LPC 14:0,LPC,S7D,468.3,1,184.1,1,Ion [184.100549/184.100549],6.24,20622,1912,1
LPC 14:0,LPC,S8D,468.3,1,184.1,1,Ion [184.100549/184.100549],6.23,20168,1914,1
LPC 14:0,LPC,S9D,468.3,1,184.1,1,Ion [184.100549/184.100549],6.23,24504,1764,1
LPC 14:0,LPC,S10D,468.3,1,184.1,1,Ion [184.100549/184.100549],6.22,21555,3148,1
LPC 14:0,LPC,S11D,468.3,1,184.1,1,Ion [184.100549/184.100549],6.22,19786,2527,1
LPC 14:0,LPC,Blank_1,468.3,1,184.1,1,Ion [184.100549/184.100549],6.3,262,999,1
LPC 14:0,LPC,Blank_2,468.3,1,184.1,1,Ion [184.100549/184.100549],6.26,128,585,1
LPC 14:0,LPC,TQC_1,468.3,1,184.1,1,Ion [184.100549/184.100549],6.22,21887,1366,1
LPC 14:0,LPC,TQC_2,468.3,1,184.1,1,Ion [184.100549/184.100549],6.24,21432,1592,1
LPC 14:0,LPC,TQC_3,468.3,1,184.1,1,Ion [184.100549/184.100549],6.21,20645,1424,1
LPC 14:0,LPC,TQC_4,468.3,1,184.1,1,Ion [184.100549/184.100549],6.23,20984,1372,1
LPC 14:0,LPC,TQC_5,468.3,1,184.1,1,Ion [184.100549/184.100549],6.24,20967,1428,1
LPC 14:0,LPC,TQC_6,468.3,1,184.1,1,Ion [184.100549/184.100549],6.21,20006,1334,1
LPC 14:0,LPC,TQC_7,468.3,1,184.1,1,Ion [184.100549/184.100549],6.21,22189,1371,1
LPC 14:0,LPC,TQC_8,468.3,1,184.1,1,Ion [184.100549/184.100549],6.25,23111,1337,1
LPC 14:0,LPC,TQC_9,468.3,1,184.1,1,Ion [184.100549/184.100549],6.25,22680,1231,1
LPC 14:0,LPC,TQC_10,468.3,1,184.1,1,Ion [184.100549/184.100549],6.24,23619,1621,1
LPC 14:0,LPC,TQC_11,468.3,1,184.1,1,Ion [184.100549/184.100549],6.23,22449,1590,1
LPC 14:0,LPC,TQC_12,468.3,1,184.1,1,Ion [184.100549/184.100549],6.25,23608,1402,1
LPC 16:0,LPC,S1A,496.3,1,184.1,1,Ion [184.100549/184.100549],6.44,81086552,65083,1
LPC 16:0,LPC,S2A,496.3,1,184.1,1,Ion [184.100549/184.100549],6.46,81251024,64791,1
LPC 16:0,LPC,S3A,496.3,1,184.1,1,Ion [184.100549/184.100549],6.45,63627568,67353,1
LPC 16:0,LPC,S4A,496.3,1,184.1,1,Ion [184.100549/184.100549],6.46,77089160,56293,1
LPC 16:0,LPC,S5A,496.3,1,184.1,1,Ion [184.100549/184.100549],6.43,80788904,66052,1
LPC 16:0,LPC,S6A,496.3,1,184.1,1,Ion [184.100549/184.100549],6.44,85888928,84491,1
LPC 16:0,LPC,S7A,496.3,1,184.1,1,Ion [184.100549/184.100549],6.44,75634056,51337,1
LPC 16:0,LPC,S8A,496.3,1,184.1,1,Ion [184.100549/184.100549],6.47,73151064,54928,1
LPC 16:0,LPC,S9A,496.3,1,184.1,1,Ion [184.100549/184.100549],6.42,76055928,81343,1
LPC 16:0,LPC,S10A,496.3,1,184.1,1,Ion [184.100549/184.100549],6.43,63727624,78740,1
LPC 16:0,LPC,S11A,496.3,1,184.1,1,Ion [184.100549/184.100549],6.42,73839032,69327,1
LPC 16:0,LPC,S1B,496.3,1,184.1,1,Ion [184.100549/184.100549],6.42,76181016,96310,1
LPC 16:0,LPC,S2B,496.3,1,184.1,1,Ion [184.100549/184.100549],6.42,80974648,70536,1
LPC 16:0,LPC,S3B,496.3,1,184.1,1,Ion [184.100549/184.100549],6.44,74980448,103146,1
LPC 16:0,LPC,S4B,496.3,1,184.1,1,Ion [184.100549/184.100549],6.45,66583168,162827,1
LPC 16:0,LPC,S5B,496.3,1,184.1,1,Ion [184.100549/184.100549],6.46,82754480,61061,1
LPC 16:0,LPC,S6B,496.3,1,184.1,1,Ion [184.100549/184.100549],6.44,74340248,303200,1
LPC 16:0,LPC,S7B,496.3,1,184.1,1,Ion [184.100549/184.100549],6.44,75017320,250576,1
LPC 16:0,LPC,S8B,496.3,1,184.1,1,Ion [184.100549/184.100549],6.44,77119352,167889,1
LPC 16:0,LPC,S9B,496.3,1,184.1,1,Ion [184.100549/184.100549],6.42,74661224,68823,1
LPC 16:0,LPC,S10B,496.3,1,184.1,1,Ion [184.100549/184.100549],6.43,80104072,71969,1
LPC 16:0,LPC,S11B,496.3,1,184.1,1,Ion [184.100549/184.100549],6.43,75465480,60927,1
LPC 16:0,LPC,S1C,496.3,1,184.1,1,Ion [184.100549/184.100549],6.43,80250376,63867,1
LPC 16:0,LPC,S2C,496.3,1,184.1,1,Ion [184.100549/184.100549],6.45,77755584,59020,1
LPC 16:0,LPC,S3C,496.3,1,184.1,1,Ion [184.100549/184.100549],6.42,73363936,61606,1
LPC 16:0,LPC,S4C,496.3,1,184.1,1,Ion [184.100549/184.100549],6.46,77060376,85713,1
LPC 16:0,LPC,S5C,496.3,1,184.1,1,Ion [184.100549/184.100549],6.44,85288296,63365,1
LPC 16:0,LPC,S6C,496.3,1,184.1,1,Ion [184.100549/184.100549],6.43,87986592,66297,1
LPC 16:0,LPC,S7C,496.3,1,184.1,1,Ion [184.100549/184.100549],6.44,66388816,85755,1
LPC 16:0,LPC,S8C,496.3,1,184.1,1,Ion [184.100549/184.100549],6.44,77433880,47607,1
LPC 16:0,LPC,S9C,496.3,1,184.1,1,Ion [184.100549/184.100549],6.46,86382096,60013,1
LPC 16:0,LPC,S10C,496.3,1,184.1,1,Ion [184.100549/184.100549],6.46,81864968,55084,1
LPC 16:0,LPC,S11C,496.3,1,184.1,1,Ion [184.100549/184.100549],6.44,83046616,50265,1
LPC 16:0,LPC,S1D,496.3,1,184.1,1,Ion [184.100549/184.100549],6.44,70296976,86068,1
LPC 16:0,LPC,S2D,496.3,1,184.1,1,Ion [184.100549/184.100549],6.45,59969860,917102,1
LPC 16:0,LPC,S3D,496.3,1,184.1,1,Ion [184.100549/184.100549],6.46,75736400,64874,1
LPC 16:0,LPC,S4D,496.3,1,184.1,1,Ion [184.100549/184.100549],6.42,70606440,56083,1
LPC 16:0,LPC,S5D,496.3,1,184.1,1,Ion [184.100549/184.100549],6.46,77381608,61339,1
LPC 16:0,LPC,S6D,496.3,1,184.1,1,Ion [184.100549/184.100549],6.45,71738840,70559,1
LPC 16:0,LPC,S7D,496.3,1,184.1,1,Ion [184.100549/184.100549],6.45,73265544,348997,1
LPC 16:0,LPC,S8D,496.3,1,184.1,1,Ion [184.100549/184.100549],6.43,74162800,58096,1
LPC 16:0,LPC,S9D,496.3,1,184.1,1,Ion [184.100549/184.100549],6.43,71920152,71167,1
LPC 16:0,LPC,S10D,496.3,1,184.1,1,Ion [184.100549/184.100549],6.42,69800872,72678,1
LPC 16:0,LPC,S11D,496.3,1,184.1,1,Ion [184.100549/184.100549],6.46,57861448,184783,1
LPC 16:0,LPC,Blank_1,496.3,1,184.1,1,Ion [184.100549/184.100549],6.42,60089,17290,1
LPC 16:0,LPC,Blank_2,496.3,1,184.1,1,Ion [184.100549/184.100549],6.44,63137,12292,1
LPC 16:0,LPC,TQC_1,496.3,1,184.1,1,Ion [184.100549/184.100549],6.42,68195976,24945,1
LPC 16:0,LPC,TQC_2,496.3,1,184.1,1,Ion [184.100549/184.100549],6.43,67685872,45854,1
LPC 16:0,LPC,TQC_3,496.3,1,184.1,1,Ion [184.100549/184.100549],6.44,67956760,64219,1
LPC 16:0,LPC,TQC_4,496.3,1,184.1,1,Ion [184.100549/184.100549],6.42,67870888,57188,1
LPC 16:0,LPC,TQC_5,496.3,1,184.1,1,Ion [184.100549/184.100549],6.41,68726328,60468,1
LPC 16:0,LPC,TQC_6,496.3,1,184.1,1,Ion [184.100549/184.100549],6.44,70267080,58650,1
LPC 16:0,LPC,TQC_7,496.3,1,184.1,1,Ion [184.100549/184.100549],6.43,73735272,49751,1
LPC 16:0,LPC,TQC_8,496.3,1,184.1,1,Ion [184.100549/184.100549],6.45,74420736,382570,1
LPC 16:0,LPC,TQC_9,496.3,1,184.1,1,Ion [184.100549/184.100549],6.42,75366520,59611,1
LPC 16:0,LPC,TQC_10,496.3,1,184.1,1,Ion [184.100549/184.100549],6.44,76737072,73329,1
LPC 16:0,LPC,TQC_11,496.3,1,184.1,1,Ion [184.100549/184.100549],6.45,77179888,69909,1
LPC 16:0,LPC,TQC_12,496.3,1,184.1,1,Ion [184.100549/184.100549],6.45,79096744,59171,1
LPC 16:1,LPC,S1A,494.3,1,184.1,1,Ion [184.100549/184.100549],6.52,3071952,17486,1
LPC 16:1,LPC,S2A,494.3,1,184.1,1,Ion [184.100549/184.100549],6.52,3572977,17964,1
LPC 16:1,LPC,S3A,494.3,1,184.1,1,Ion [184.100549/184.100549],6.51,2752344,21903,1
LPC 16:1,LPC,S4A,494.3,1,184.1,1,Ion [184.100549/184.100549],6.5,2376122,13575,1
LPC 16:1,LPC,S5A,494.3,1,184.1,1,Ion [184.100549/184.100549],6.52,3464364,15528,1
LPC 16:1,LPC,S6A,494.3,1,184.1,1,Ion [184.100549/184.100549],6.53,2684225,14908,1
LPC 16:1,LPC,S7A,494.3,1,184.1,1,Ion [184.100549/184.100549],6.5,3445417,12797,1
LPC 16:1,LPC,S8A,494.3,1,184.1,1,Ion [184.100549/184.100549],6.51,3398876,23739,1
LPC 16:1,LPC,S9A,494.3,1,184.1,1,Ion [184.100549/184.100549],6.51,3153821,18113,1
LPC 16:1,LPC,S10A,494.3,1,184.1,1,Ion [184.100549/184.100549],6.52,2649190,26229,1
LPC 16:1,LPC,S11A,494.3,1,184.1,1,Ion [184.100549/184.100549],6.5,3206263,9876,1
LPC 16:1,LPC,S1B,494.3,1,184.1,1,Ion [184.100549/184.100549],6.5,5038443,20987,1
LPC 16:1,LPC,S2B,494.3,1,184.1,1,Ion [184.100549/184.100549],6.49,4533861,26721,1
LPC 16:1,LPC,S3B,494.3,1,184.1,1,Ion [184.100549/184.100549],6.49,4267147,36451,1
LPC 16:1,LPC,S4B,494.3,1,184.1,1,Ion [184.100549/184.100549],6.51,4925561,103505,1
LPC 16:1,LPC,S5B,494.3,1,184.1,1,Ion [184.100549/184.100549],6.5,5563660,36532,1
LPC 16:1,LPC,S6B,494.3,1,184.1,1,Ion [184.100549/184.100549],6.5,4295792,52433,1
LPC 16:1,LPC,S7B,494.3,1,184.1,1,Ion [184.100549/184.100549],6.48,5361596,49015,1
LPC 16:1,LPC,S8B,494.3,1,184.1,1,Ion [184.100549/184.100549],6.52,5519924,64053,1
LPC 16:1,LPC,S9B,494.3,1,184.1,1,Ion [184.100549/184.100549],6.49,5988015,27322,1
LPC 16:1,LPC,S10B,494.3,1,184.1,1,Ion [184.100549/184.100549],6.52,5738762,32994,1
LPC 16:1,LPC,S11B,494.3,1,184.1,1,Ion [184.100549/184.100549],6.49,5577604,26888,1
LPC 16:1,LPC,S1C,494.3,1,184.1,1,Ion [184.100549/184.100549],6.5,2190621,7849,1
LPC 16:1,LPC,S2C,494.3,1,184.1,1,Ion [184.100549/184.100549],6.5,1891395,8829,1
LPC 16:1,LPC,S3C,494.3,1,184.1,1,Ion [184.100549/184.100549],6.52,2129439,10853,1
LPC 16:1,LPC,S4C,494.3,1,184.1,1,Ion [184.100549/184.100549],6.48,1821580,7438,1
LPC 16:1,LPC,S5C,494.3,1,184.1,1,Ion [184.100549/184.100549],6.5,2853612,6875,1
LPC 16:1,LPC,S6C,494.3,1,184.1,1,Ion [184.100549/184.100549],6.5,2514998,10826,1
LPC 16:1,LPC,S7C,494.3,1,184.1,1,Ion [184.100549/184.100549],6.48,2284806,16897,1
LPC 16:1,LPC,S8C,494.3,1,184.1,1,Ion [184.100549/184.100549],6.5,2075347,10367,1
LPC 16:1,LPC,S9C,494.3,1,184.1,1,Ion [184.100549/184.100549],6.52,2494664,12297,1
LPC 16:1,LPC,S10C,494.3,1,184.1,1,Ion [184.100549/184.100549],6.52,2190315,17231,1
LPC 16:1,LPC,S11C,494.3,1,184.1,1,Ion [184.100549/184.100549],6.51,3260623,9825,1
LPC 16:1,LPC,S1D,494.3,1,184.1,1,Ion [184.100549/184.100549],6.5,2336628,14669,1
LPC 16:1,LPC,S2D,494.3,1,184.1,1,Ion [184.100549/184.100549],6.51,2120035,33489,1
LPC 16:1,LPC,S3D,494.3,1,184.1,1,Ion [184.100549/184.100549],6.49,2890456,7917,1
LPC 16:1,LPC,S4D,494.3,1,184.1,1,Ion [184.100549/184.100549],6.49,2316856,12738,1
LPC 16:1,LPC,S5D,494.3,1,184.1,1,Ion [184.100549/184.100549],6.49,2890687,12572,1
LPC 16:1,LPC,S6D,494.3,1,184.1,1,Ion [184.100549/184.100549],6.51,2542919,19480,1
LPC 16:1,LPC,S7D,494.3,1,184.1,1,Ion [184.100549/184.100549],6.51,2905160,9898,1
LPC 16:1,LPC,S8D,494.3,1,184.1,1,Ion [184.100549/184.100549],6.49,2634707,18394,1
LPC 16:1,LPC,S9D,494.3,1,184.1,1,Ion [184.100549/184.100549],6.5,2732754,10720,1
LPC 16:1,LPC,S10D,494.3,1,184.1,1,Ion [184.100549/184.100549],6.5,2274145,12148,1
LPC 16:1,LPC,S11D,494.3,1,184.1,1,Ion [184.100549/184.100549],6.5,1775611,45620,1
LPC 16:1,LPC,Blank_1,494.3,1,184.1,1,Ion [184.100549/184.100549],6.52,1369,2136,1
LPC 16:1,LPC,Blank_2,494.3,1,184.1,1,Ion [184.100549/184.100549],6.5,2540,3048,1
LPC 16:1,LPC,TQC_1,494.3,1,184.1,1,Ion [184.100549/184.100549],6.51,2871854,10497,1
LPC 16:1,LPC,TQC_2,494.3,1,184.1,1,Ion [184.100549/184.100549],6.5,2894272,22410,1
LPC 16:1,LPC,TQC_3,494.3,1,184.1,1,Ion [184.100549/184.100549],6.49,2815516,47388,1
LPC 16:1,LPC,TQC_4,494.3,1,184.1,1,Ion [184.100549/184.100549],6.49,2896038,30212,1
LPC 16:1,LPC,TQC_5,494.3,1,184.1,1,Ion [184.100549/184.100549],6.5,2960510,18290,1
LPC 16:1,LPC,TQC_6,494.3,1,184.1,1,Ion [184.100549/184.100549],6.49,2944976,12333,1
LPC 16:1,LPC,TQC_7,494.3,1,184.1,1,Ion [184.100549/184.100549],6.48,3087477,11474,1
LPC 16:1,LPC,TQC_8,494.3,1,184.1,1,Ion [184.100549/184.100549],6.51,3064457,8359,1
LPC 16:1,LPC,TQC_9,494.3,1,184.1,1,Ion [184.100549/184.100549],6.51,3158173,23033,1
LPC 16:1,LPC,TQC_10,494.3,1,184.1,1,Ion [184.100549/184.100549],6.51,3225785,10395,1
LPC 16:1,LPC,TQC_11,494.3,1,184.1,1,Ion [184.100549/184.100549],6.51,3202608,31725,1
LPC 16:1,LPC,TQC_12,494.3,1,184.1,1,Ion [184.100549/184.100549],6.51,3284994,11515,1
LPC 18:0,LPC,S1A,524.4,1,184.1,1,Ion [184.100549/184.100549],6.27,40955684,113629,1
LPC 18:0,LPC,S2A,524.4,1,184.1,1,Ion [184.100549/184.100549],6.26,38107916,44963,1
LPC 18:0,LPC,S3A,524.4,1,184.1,1,Ion [184.100549/184.100549],6.23,25790836,29470,1
LPC 18:0,LPC,S4A,524.4,1,184.1,1,Ion [184.100549/184.100549],6.24,37962420,22195,1
LPC 18:0,LPC,S5A,524.4,1,184.1,1,Ion [184.100549/184.100549],6.26,35516948,38466,1
LPC 18:0,LPC,S6A,524.4,1,184.1,1,Ion [184.100549/184.100549],6.25,39465312,62499,1
LPC 18:0,LPC,S7A,524.4,1,184.1,1,Ion [184.100549/184.100549],6.24,32870852,74422,1
LPC 18:0,LPC,S8A,524.4,1,184.1,1,Ion [184.100549/184.100549],6.25,32919356,43146,1
LPC 18:0,LPC,S9A,524.4,1,184.1,1,Ion [184.100549/184.100549],6.24,32731942,27238,1
LPC 18:0,LPC,S10A,524.4,1,184.1,1,Ion [184.100549/184.100549],6.26,28183446,221689,1
LPC 18:0,LPC,S11A,524.4,1,184.1,1,Ion [184.100549/184.100549],6.24,28706382,31978,1
LPC 18:0,LPC,S1B,524.4,1,184.1,1,Ion [184.100549/184.100549],6.24,20339188,99307,1
LPC 18:0,LPC,S2B,524.4,1,184.1,1,Ion [184.100549/184.100549],6.24,27276518,45575,1
